bean type;broad bean origin;year;cacao percentage;company location;company;Number of Records;reference;rating;review year;specific bean origin
Forastero (Nacional);Colombia;1-1-2006 00:00:00;1;Colombia;Santander (Compania Nacional);1;32;4;2006;Colombian Dark
Forastero;Sao Tome;1-1-2011 00:00:00;1;France;Santome;1;761;2,75;2011;Sao Tome
;Peru;1-1-2012 00:00:00;1;U.S.A.;Scharffen Berger;1;959;4;2012;San Juan de Cheni
;Papua New Guinea;1-1-2011 00:00:00;1;U.S.A.;Scharffen Berger;1;781;3,75;2011;Markham Valley
Trinitario;Grenada;1-1-2010 00:00:00;1;U.S.A.;Scharffen Berger;1;464;3,5;2010;Camahogne
Trinitario, Criollo;Madagascar;1-1-2010 00:00:00;1;U.S.A.;Scharffen Berger;1;464;3,75;2010;Amina
;Brazil;1-1-2009 00:00:00;1;U.S.A.;Scharffen Berger;1;336;3,75;2009;Tome Acu
Forastero;Ghana;1-1-2009 00:00:00;1;U.S.A.;Scharffen Berger;1;336;4;2009;Asante
Trinitario;Vietnam;1-1-2009 00:00:00;1;U.S.A.;Scharffen Berger;1;445;3,75;2009;Ben Tre
Blend;Ven., Trinidad, Mad.;1-1-2008 00:00:00;1;U.S.A.;Scharffen Berger;1;227;3;2008;Finisterra
Blend;Carribean(DR/Jam/Tri);1-1-2007 00:00:00;1;U.S.A.;Scharffen Berger;1;117;3;2007;Las Islas
;;1-1-2007 00:00:00;1;U.S.A.;Scharffen Berger;1;135;3;2007;Nibby
;Venezuela;1-1-2007 00:00:00;1;U.S.A.;Scharffen Berger;1;135;3,75;2007;Cuyagua
Blend;Carribean;1-1-2007 00:00:00;1;U.S.A.;Scharffen Berger;1;188;3;2007;Antilles (Trin/Gren/DR/Ven)
;;1-1-2006 00:00:00;1;U.S.A.;Scharffen Berger;1;15;2;2006;Extra Dark
Blend;;1-1-2006 00:00:00;1;U.S.A.;Scharffen Berger;1;15;3,5;2006;Bittersweet
Blend;Ghana & Madagascar;1-1-2006 00:00:00;1;U.S.A.;Scharffen Berger;1;40;2;2006;Kumasi Sambirano
Trinitario;Jamaica;1-1-2006 00:00:00;1;U.S.A.;Scharffen Berger;1;56;2;2006;Jamaica a l'ancienne
Blend;;1-1-2006 00:00:00;1;U.S.A.;Scharffen Berger;1;56;3;2006;Semisweet
;Domincan Republic;1-1-2015 00:00:00;1;U.K.;Seaforth;1;1658;2,75;2015;Dominican Republic
;Grenada;1-1-2015 00:00:00;1;U.K.;Seaforth;1;1658;2,75;2015;Grenada
Trinitario;Jamaica;1-1-2015 00:00:00;1;U.S.A.;Shark Mountain;1;1450;3,25;2015;Jamaica
Forastero;Papua New Guinea;1-1-2015 00:00:00;1;U.S.A.;Shark Mountain;1;1450;3,5;2015;Papua New Guinea
Criollo;Venezuela;1-1-2015 00:00:00;1;U.S.A.;Shark Mountain;1;1466;2,75;2015;Cuyagua
Criollo, Trinitario;Dominican Republic;1-1-2015 00:00:00;1;U.S.A.;Shark Mountain;1;1466;3,5;2015;ROIG
Trinitario;Ecuador;1-1-2014 00:00:00;1;U.S.A.;Shark Mountain;1;1335;3;2014;Ecuador
Criollo, Trinitario;Belize;1-1-2014 00:00:00;1;U.S.A.;Shark Mountain;1;1335;3,25;2014;Belize, 2013
;Hawaii;1-1-2011 00:00:00;1;U.S.A.;Shark's;1;713;2;2011;Hilo
;Hawaii;1-1-2011 00:00:00;1;U.S.A.;Shark's;1;721;2,5;2011;Hilo, w/ added cocoa butter
;Peru;1-1-2016 00:00:00;1;Peru;Shattel;1;1884;3,25;2016;Tingo Maria
Criollo;Peru;1-1-2011 00:00:00;1;Peru;Shattell;1;757;3,5;2011;Porcelana
;Costa Rica;1-1-2015 00:00:00;1;Costa Rica;Sibu;1;1586;3,25;2015;Oro
;Costa Rica;1-1-2015 00:00:00;1;Costa Rica;Sibu;1;1586;3,5;2015;Oscuro
;Peru;1-1-2012 00:00:00;1;U.S.A.;Sibu Sura;1;911;2,5;2012;Peru
Criollo;Belize;1-1-2011 00:00:00;1;Italy;Silvio Bessone;1;717;3;2011;Maya Belize
Forastero;Sao Tome;1-1-2011 00:00:00;1;Italy;Silvio Bessone;1;725;3,25;2011;Trintade, Sao Tome
Trinitario;Brazil;1-1-2011 00:00:00;1;Italy;Silvio Bessone;1;729;3,25;2011;Bahia, Scavina
Criollo, Trinitario;Colombia;1-1-2011 00:00:00;1;Italy;Silvio Bessone;1;741;3;2011;Porcelana, Colombia, Amazonas
;Bolivia;1-1-2016 00:00:00;1;Canada;Sirene;1;1788;3,5;2016;Wild Bolivia
;Tanzania;1-1-2016 00:00:00;1;Canada;Sirene;1;1856;3,5;2016;Kokoa Kamili Coop
;Ecuador;1-1-2016 00:00:00;1;Canada;Sirene;1;1860;3,75;2016;Esmeraldas, Salazar Farm
Trinitario;Madagascar;1-1-2015 00:00:00;1;Canada;Sirene;1;1502;3;2015;Somia Plantation, 2012
;Ecuador;1-1-2015 00:00:00;1;Canada;Sirene;1;1506;3;2015;Camino Verde P., Balao, Guayas, 2012
;Guatemala;1-1-2015 00:00:00;1;Canada;Sirene;1;1614;3;2015;Lachua w/ cane sugar
;Guatemala;1-1-2015 00:00:00;1;Canada;Sirene;1;1614;3,25;2015;Lachua w/ maple sugar, batch 5
;Haiti;1-1-2015 00:00:00;1;Canada;Sirene;1;1650;3,25;2015;Pisa
Trinitario;Madagascar;1-1-2014 00:00:00;1;Canada;Sirene;1;1339;3,75;2014;Somia Plantation, 2012
Trinitario;Madagascar;1-1-2014 00:00:00;1;Canada;Sirene;1;1339;3,75;2014;Somia Plantation, 2012
;Ecuador;1-1-2014 00:00:00;1;Canada;Sirene;1;1343;3,75;2014;Camino Verde P., Balao, Guayas
Forastero;Ghana;1-1-2015 00:00:00;1;U.S.A.;Sjolinds;1;1454;2,75;2015;Ghana
;Nicaragua;1-1-2015 00:00:00;1;U.S.A.;Sjolinds;1;1462;3;2015;Nicaragua
;Dominican Republic;1-1-2017 00:00:00;1;Australia;Smooth Chocolator, The;1;1940;3,5;2017;Oko Caribe, DOR005
Criollo;Venezuela;1-1-2016 00:00:00;1;Australia;Smooth Chocolator, The;1;1740;3,75;2016;Guasare, La Sierra de Perija, batch gua001
Criollo;Ecuador;1-1-2016 00:00:00;1;Australia;Smooth Chocolator, The;1;1740;4;2016;Porcelana, Sorotaima,Machiques,batch pcl001
;Belize;1-1-2016 00:00:00;1;Australia;Smooth Chocolator, The;1;1756;3,75;2016;Maya Mtn, Moho R., Toledo D.
Trinitario;Vietnam;1-1-2016 00:00:00;1;Australia;Smooth Chocolator, The;1;1864;3;2016;Tien Giang
;Australia;1-1-2016 00:00:00;1;Australia;Smooth Chocolator, The;1;1864;3,75;2016;Australia
;Guatemala;1-1-2016 00:00:00;1;Australia;Smooth Chocolator, The;1;1908;3,25;2016;Chimelb, Lanquin, Alta Verapaz, b-GUA001
Trinitario;Madagascar;1-1-2015 00:00:00;1;Australia;Smooth Chocolator, The;1;1618;3,25;2015;Akesson's Estate
Trinitario;Madagascar;1-1-2015 00:00:00;1;Australia;Smooth Chocolator, The;1;1622;3,5;2015;Akesson's Estate
;Tanzania;1-1-2015 00:00:00;1;Australia;Smooth Chocolator, The;1;1622;3,75;2015;Kokoa Kamili
Trinitario;Trinidad;1-1-2015 00:00:00;1;Australia;Smooth Chocolator, The;1;1622;3,75;2015;San Juan Estate
;Ecuador;1-1-2015 00:00:00;1;Australia;Smooth Chocolator, The;1;1622;4;2015;Camino Verde
;Bolivia;1-1-2015 00:00:00;1;Australia;Smooth Chocolator, The;1;1626;2,75;2015;Bolivia
;Papua New Guinea;1-1-2015 00:00:00;1;Australia;Smooth Chocolator, The;1;1662;3,5;2015;Papua New Guinea, triple roast, batch 1
Forastero (Nacional);Peru;1-1-2015 00:00:00;1;Australia;Smooth Chocolator, The;1;1666;3;2015;Maranon, batch 2
Trinitario;Venezuela;1-1-2015 00:00:00;1;Australia;Smooth Chocolator, The;1;1666;3,75;2015;Chuao, batch 3
Forastero;Ghana;1-1-2011 00:00:00;1;U.S.A.;Snake & Butterfly;1;693;1,5;2011;Ghana
Trinitario;Madagascar;1-1-2010 00:00:00;1;U.S.A.;Snake & Butterfly;1;502;3;2010;Madagascar
;Ecuador;1-1-2010 00:00:00;1;U.S.A.;Snake & Butterfly;1;502;3,25;2010;Ecuador
;Ecuador;1-1-2016 00:00:00;1;U.S.A.;Sol Cacao;1;1812;3,5;2016;Ecuador, Batch 1
Trinitario;Madagascar;1-1-2015 00:00:00;1;U.S.A.;Sol Cacao;1;1518;3;2015;Madagascar
Forastero (Nacional);Peru;1-1-2016 00:00:00;1;U.K.;Solkiki;1;1840;2,75;2016;Maranon, Fortunato No. 4
;Domincan Republic;1-1-2016 00:00:00;1;U.K.;Solkiki;1;1840;2,75;2016;Castillo, Hispaniola, unroasted
;Solomon Islands;1-1-2016 00:00:00;1;New Zealand;Solomons Gold;1;1792;3,25;2016;Solomon Island
;Solomon Islands;1-1-2016 00:00:00;1;New Zealand;Solomons Gold;1;1796;3,25;2016;Solomon Island w/ nibs
Forastero, Trinitario;Uganda;1-1-2014 00:00:00;1;U.S.A.;Solstice;1;1335;3;2014;Bundibugyo
Trinitario;Madagascar;1-1-2013 00:00:00;1;U.S.A.;Solstice;1;1157;3;2013;Sambirano
;Venezuela;1-1-2013 00:00:00;1;U.S.A.;Solstice;1;1157;3;2013;Amazonas
;Bolivia;1-1-2013 00:00:00;1;U.S.A.;Solstice;1;1161;3,25;2013;Bolivia
;Peru;1-1-2013 00:00:00;1;U.S.A.;Solstice;1;1161;3,25;2013;San Martin
Blend;;1-1-2013 00:00:00;1;U.S.A.;Solstice;1;1161;3,5;2013;Wasatch
;Domincan Republic;1-1-2016 00:00:00;1;Canada;Soma;1;1820;3,5;2016;Oko Caribe, Duarte P., Collab w Chocosol
Trinitario;Madagascar;1-1-2016 00:00:00;1;Canada;Soma;1;1820;3,5;2016;Sambirano Valley, Black Science, B-60307.0
Forastero (Parazinho);Brazil;1-1-2016 00:00:00;1;Canada;Soma;1;1828;3,5;2016;Bahia Black, batch bra50722.1
;Ven.,Ecu.,Peru,Nic.;1-1-2016 00:00:00;1;Canada;Soma;1;1828;3,75;2016;Abstract S. w/ Jamaica nibs,batch abs60323.0
Trinitario;Nicaragua;1-1-2016 00:00:00;1;Canada;Soma;1;1828;3,75;2016;Chuno, San Jose de Bocay, Pantasma R.,B.S.
Trinitario;Vietnam;1-1-2016 00:00:00;1;Canada;Soma;1;1828;4;2016;Tien Giang, Black S., batch VIT60420.0
;Ecuador;1-1-2016 00:00:00;1;Canada;Soma;1;1832;3,25;2016;Camino Verde, Black S., batch cvu6030.0
Criollo;Venezuela;1-1-2015 00:00:00;1;Canada;Soma;1;1594;3,5;2015;CSB Chama
;Venezuela;1-1-2015 00:00:00;1;Canada;Soma;1;1594;4;2015;Porcelana
;Nicaragua;1-1-2014 00:00:00;1;Canada;Soma;1;1227;3,5;2014;La Tronca, Matagalpa
Forastero (Nacional);Peru;1-1-2014 00:00:00;1;Canada;Soma;1;1259;3,75;2014;Maranon Canyon
Trinitario;Nicaragua;1-1-2014 00:00:00;1;Canada;Soma;1;1307;3,25;2014;La Dalia
Forastero (Nacional);Ecuador;1-1-2014 00:00:00;1;Canada;Soma;1;1307;3,5;2014;Camino Verde P., Balao, Guayas
Forastero (Amelonado);Vanuatu;1-1-2014 00:00:00;1;Canada;Soma;1;1307;3,75;2014;Espiritu Santo, 'Smoke Monster'
Blend;Madagascar & Ecuador;1-1-2014 00:00:00;1;Canada;Soma;1;1339;3,25;2014;Little Big Man
Trinitario;Dominican Republic;1-1-2013 00:00:00;1;Canada;Soma;1;1019;3,75;2013;Rizek Cacao, Domin. Rep.
Criollo;Indonesia;1-1-2013 00:00:00;1;Canada;Soma;1;1030;3,25;2013;Java
Criollo;Peru;1-1-2013 00:00:00;1;Canada;Soma;1;1073;2,75;2013;Apurimac, El Quinacho Co-op
Trinitario;Trinidad;1-1-2013 00:00:00;1;Canada;Soma;1;1073;3,75;2013;Sangre Grande P., Trinidad
;;1-1-2013 00:00:00;1;Canada;Soma;1;1077;3,25;2013;Chef's Blend
Criollo;Venezuela;1-1-2013 00:00:00;1;Canada;Soma;1;1077;3,75;2013;Patanemo
;Guat., D.R., Peru, Mad., PNG;1-1-2013 00:00:00;1;Canada;Soma;1;1077;4;2013;Crazy 88
Criollo;Venezuela;1-1-2013 00:00:00;1;Canada;Soma;1;1077;4;2013;Maracaibo, El Vigia
;Peru, Dom. Rep;1-1-2013 00:00:00;1;Canada;Soma;1;1081;4;2013;Equator
Forastero;Venezuela;1-1-2013 00:00:00;1;Canada;Soma;1;1173;3,25;2013;Orinoco
Trinitario;Jamaica;1-1-2013 00:00:00;1;Canada;Soma;1;1177;4;2013;Bachelor's Hall E., St. Thomas Parish
;Haiti;1-1-2012 00:00:00;1;Canada;Soma;1;817;3,25;2012;Noula Coop
;Hawaii;1-1-2012 00:00:00;1;Canada;Soma;1;833;3,75;2012;O'ahu
Blend;Dom. Rep., Madagascar;1-1-2012 00:00:00;1;Canada;Soma;1;867;4;2012;Dual Origins, Sambirano, Elvesia
Blend;Gre., PNG, Haw., Haiti, Mad;1-1-2012 00:00:00;1;Canada;Soma;1;867;4;2012;Dancing in Your Head, 5 bean blend
Trinitario;Guatemala;1-1-2012 00:00:00;1;Canada;Soma;1;951;3,5;2012;Cahabon Region
Trinitario;Venezuela;1-1-2012 00:00:00;1;Canada;Soma;1;951;3,75;2012;Carenero Superior
Blend;Mad., Java, PNG;1-1-2012 00:00:00;1;Canada;Soma;1;967;3,5;2012;Eastern Promises
Trinitario;Papua New Guinea;1-1-2012 00:00:00;1;Canada;Soma;1;983;3,5;2012;Papua New Guinea
Trinitario;Grenada;1-1-2011 00:00:00;1;Canada;Soma;1;676;2,75;2011;Grenada, Black Science
Nacional;Bolivia;1-1-2011 00:00:00;1;Canada;Soma;1;676;3,5;2011;Alto Beni, Wild Bolivian
;Peru;1-1-2011 00:00:00;1;Canada;Soma;1;676;4;2011;Peruvian
;Ven, Bolivia, D.R.;1-1-2011 00:00:00;1;Canada;Soma;1;676;4;2011;Three Amigos(Chuao, Wild Bolivia, D.R.)
Forastero;Dominican Republic;1-1-2011 00:00:00;1;Canada;Soma;1;682;3,75;2011;Elvesia P., Black Science
Criollo;Venezuela;1-1-2011 00:00:00;1;Canada;Soma;1;688;3,5;2011;Chuao
Trinitario, Nacional;DR, Ecuador, Peru;1-1-2010 00:00:00;1;Canada;Soma;1;607;3,75;2010;Black Science Blend 1
Forastero;Dominican Republic;1-1-2009 00:00:00;1;Canada;Soma;1;377;3;2009;Hispaniola
Forastero;Ghana;1-1-2009 00:00:00;1;Canada;Soma;1;377;3,5;2009;Africa
Trinitario;Dominican Republic;1-1-2009 00:00:00;1;Canada;Soma;1;387;3;2009;Conacado
Trinitario;Papua New Guinea;1-1-2009 00:00:00;1;Canada;Soma;1;387;3,5;2009;Papua New Guinea
Criollo;Madagascar;1-1-2009 00:00:00;1;Canada;Soma;1;387;3,75;2009;Madagascar
Criollo;Venezuela;1-1-2009 00:00:00;1;Canada;Soma;1;387;3,75;2009;Ocumare
;Nicaragua;1-1-2014 00:00:00;1;U.S.A.;Somerville;1;1367;3,25;2014;Nicaragua
;Hawaii;1-1-2014 00:00:00;1;U.S.A.;Somerville;1;1395;3,5;2014;Hawaiian, Big Island
;Dominican Republic;1-1-2017 00:00:00;1;Canada;Soul;1;1932;3,25;2017;Dominican Republic
;Madagascar;1-1-2017 00:00:00;1;Canada;Soul;1;1936;3,5;2017;Madagascar
;Venezuela;1-1-2017 00:00:00;1;Canada;Soul;1;1936;3,5;2017;Venezuela
;Ecuador;1-1-2017 00:00:00;1;Canada;Soul;1;1936;3,25;2017;Ecuador
;Papua New Guinea;1-1-2017 00:00:00;1;Canada;Soul;1;1936;3,25;2017;Papua New Guinea
;Tanzania;1-1-2017 00:00:00;1;Canada;Soul;1;1940;3,5;2017;Tanzania
;Dominican Republic;1-1-2012 00:00:00;1;U.S.A.;Spagnvola;1;793;3;2012;AgroCriso Plantation
;Dominican Republic;1-1-2012 00:00:00;1;U.S.A.;Spagnvola;1;793;3;2012;AgroCriso Plantation
;Dominican Republic;1-1-2012 00:00:00;1;U.S.A.;Spagnvola;1;793;3,25;2012;AgroCriso Plantation
;Dominican Republic;1-1-2017 00:00:00;1;U.S.A.;Spencer;1;1932;3,75;2017;Dominican Republic
;Ecuador;1-1-2017 00:00:00;1;U.S.A.;Spencer;1;1932;3,5;2017;Ecuador
;Peru;1-1-2017 00:00:00;1;U.S.A.;Spencer;1;1932;2,75;2017;Peru
;Domincan Republic;1-1-2016 00:00:00;1;Australia;Spencer;1;1792;3,5;2016;Dominican Republic, lot D82R
;Ecuador;1-1-2016 00:00:00;1;Australia;Spencer;1;1792;3,75;2016;Ecuador, lot E432314L
;Madagascar;1-1-2016 00:00:00;1;Australia;Spencer;1;1792;3,75;2016;Madagascar, lot M0403R
Trinitario;Vanuatu;1-1-2014 00:00:00;1;Australia;Spencer;1;1434;2,75;2014;Malekula Island
Criollo;Bolivia;1-1-2013 00:00:00;1;Switzerland;Sprungli (Felchlin);1;1057;3;2013;Alto Beni
;Dominican Republic;1-1-2013 00:00:00;1;U.S.A.;SRSLY;1;1113;3;2013;Dominican Republic
;Dominican Republic;1-1-2013 00:00:00;1;U.S.A.;SRSLY;1;1121;2,25;2013;Dominican Republic
Forastero (Nacional);Ecuador;1-1-2015 00:00:00;1;U.S.A.;Starchild;1;1634;3;2015;Bolivar, Arriba
;Domincan Republic;1-1-2015 00:00:00;1;U.S.A.;Starchild;1;1692;3;2015;Hispaniola
;Guatemala;1-1-2015 00:00:00;1;U.S.A.;Starchild;1;1692;3;2015;Cacao Verapaz
Trinitario (Amelonado);Nicaragua;1-1-2015 00:00:00;1;U.S.A.;Starchild;1;1692;3;2015;Rio Tuma
Trinitario;Madagascar;1-1-2015 00:00:00;1;U.S.A.;Starchild;1;1696;3;2015;Sambirano Valley
Trinitario;Brazil;1-1-2012 00:00:00;1;Switzerland;Stella (aka Bernrain);1;859;2,75;2012;Bahia, Agri-Forestal Plantation, 2010
;India;1-1-2011 00:00:00;1;Switzerland;Stella (aka Bernrain);1;729;3,25;2011;India
;Ecuador;1-1-2014 00:00:00;1;U.S.A.;Stone Grindz;1;1291;3,5;2014;Ecuador, Midnight Dark
;Ecuador;1-1-2014 00:00:00;1;U.S.A.;Stone Grindz;1;1291;3,5;2014;Ecuador, Twilght Dark
;Philippines;1-1-2012 00:00:00;1;U.S.A.;StRita Supreme;1;939;2,5;2012;Samar, East Visayas region
;Philippines;1-1-2012 00:00:00;1;U.S.A.;StRita Supreme;1;943;2,5;2012;Samar, East Visayas region
;Philippines;1-1-2012 00:00:00;1;U.S.A.;StRita Supreme;1;943;2,75;2012;Samar, East Visayas region
Trinitario;Madagascar;1-1-2013 00:00:00;1;U.S.A.;Sublime Origins;1;1157;2,75;2013;Sambirano
Trinitario;Belize;1-1-2013 00:00:00;1;U.S.A.;Sublime Origins;1;1157;3,25;2013;Moho Valley
Criollo, Trinitario;Peru;1-1-2016 00:00:00;1;Denmark;Summerbird;1;1800;2,5;2016;Peru
Criollo, Trinitario;Peru;1-1-2016 00:00:00;1;Denmark;Summerbird;1;1800;3;2016;Peru
;Venezuela;1-1-2016 00:00:00;1;Venezuela;Suruca Chocolate;1;1796;2,75;2016;Venezuela
;Venezuela;1-1-2016 00:00:00;1;Venezuela;Suruca Chocolate;1;1796;3;2016;Venezuela
Criollo, Trinitario;Sri Lanka;1-1-2015 00:00:00;1;Sweden;Svenska Kakaobolaget;1;1618;2,75;2015;Sri Lanka
;Ecuador;1-1-2015 00:00:00;1;Hungary;Szanto Tibor;1;1668;3,25;2015;Nacional
Trinitario;Cuba;1-1-2015 00:00:00;1;Hungary;Szanto Tibor;1;1704;3,25;2015;Baracoa
Trinitario;Madagascar;1-1-2015 00:00:00;1;Hungary;Szanto Tibor;1;1704;3,25;2015;Ambolikapiky
Forastero (Nacional);Ecuador;1-1-2015 00:00:00;1;Hungary;Szanto Tibor;1;1704;3,75;2015;Winak, Sumaco
Trinitario;Vietnam;1-1-2015 00:00:00;1;Hungary;Szanto Tibor;1;1708;3,25;2015;Ben Tre, Mekong Delta
Forastero (Parazinho);Brazil;1-1-2015 00:00:00;1;Hungary;Szanto Tibor;1;1708;3,5;2015;Fazenda Sempre Firme, Bahia
Criollo;Venezuela;1-1-2014 00:00:00;1;Hungary;Szanto Tibor;1;1263;3,5;2014;Porcelana
Trinitario;Cuba;1-1-2014 00:00:00;1;Hungary;Szanto Tibor;1;1263;3,75;2014;Baracoa
Criollo;Madagascar;1-1-2013 00:00:00;1;Hungary;Szanto Tibor;1;1185;3,5;2013;Autumn, Primary Harvest, 2012
Criollo;Madagascar;1-1-2013 00:00:00;1;Hungary;Szanto Tibor;1;1185;3,5;2013;Spring, Secondary Harvest, 2012
;Nicaragua;1-1-2013 00:00:00;1;Hungary;Szanto Tibor;1;1193;3,25;2013;Cacao Blanco
;Dominican Republic;1-1-2012 00:00:00;1;Hungary;Szanto Tibor;1;939;3,25;2012;Santo Domingo
;Madagascar;1-1-2012 00:00:00;1;Hungary;Szanto Tibor;1;939;3,25;2012;Millot Plantation
;Peru;1-1-2012 00:00:00;1;Hungary;Szanto Tibor;1;939;3,75;2012;"Ayacucho, ""El Guinacho"""
;Venezuela;1-1-2011 00:00:00;1;Hungary;Szanto Tibor;1;761;3;2011;Crudo
;Costa Rica;1-1-2013 00:00:00;1;U.S.A.;Tabal;1;1101;2,75;2013;Costa Rica
;Dominican Republic;1-1-2013 00:00:00;1;U.S.A.;Tabal;1;1101;2,75;2013;Dominican Republic
;Mexico;1-1-2013 00:00:00;1;U.S.A.;Tabal;1;1105;2,5;2013;Chiapas, Lacandon Jungle
;Peru;1-1-2013 00:00:00;1;U.S.A.;Tabal;1;1105;3;2013;Peru
;Colombia;1-1-2015 00:00:00;1;Japan;Tablette (aka Vanillabeans);1;1450;3;2015;Colombia
;Papua New Guinea;1-1-2015 00:00:00;1;Japan;Tablette (aka Vanillabeans);1;1450;3,25;2015;Papua
Trinitario;Vietnam;1-1-2015 00:00:00;1;Japan;Tablette (aka Vanillabeans);1;1450;3,25;2015;Vietnam
Trinitario;Trinidad;1-1-2015 00:00:00;1;Japan;Tablette (aka Vanillabeans);1;1680;2,75;2015;Trinidad
Trinitario;Suriname;1-1-2016 00:00:00;1;Suriname;Tan Ban Skrati;1;1868;3,25;2016;Paramaribo, batch 20160043-01
Trinitario;Belize;1-1-2014 00:00:00;1;U.S.A.;Taza;1;1271;3;2014;Belize
;Bolivia;1-1-2011 00:00:00;1;U.S.A.;Taza;1;785;3,25;2011;Alto Beni
;Mexico;1-1-2009 00:00:00;1;U.S.A.;Taza;1;451;2,75;2009;Chiapan
;Dominican Republic;1-1-2007 00:00:00;1;U.S.A.;Taza;1;180;3;2007;Dark, Stone Ground
Forastero;West Africa;1-1-2016 00:00:00;1;U.S.A.;TCHO;1;1716;2;2016;West Africa
;Peru, Ecuador;1-1-2012 00:00:00;1;U.S.A.;TCHO;1;915;3,25;2012;Peru- Ecuador
;;1-1-2009 00:00:00;1;U.S.A.;TCHO;1;387;2,75;2009;TCHOPro 60.5
;;1-1-2009 00:00:00;1;U.S.A.;TCHO;1;387;3;2009;TCHOPro 68
Forastero;Ghana;1-1-2008 00:00:00;1;U.S.A.;TCHO;1;199;2,5;2008;Chocolatey-beta
;Peru;1-1-2008 00:00:00;1;U.S.A.;TCHO;1;280;2,5;2008;Fruity-beta
;Madagascar;1-1-2008 00:00:00;1;U.S.A.;TCHO;1;280;2,75;2008;Citrus-beta
;Peru;1-1-2008 00:00:00;1;U.S.A.;TCHO;1;284;2,5;2008;Nutty-beta
;Madagascar;1-1-2012 00:00:00;1;U.S.A.;Tejas;1;801;2,75;2012;Concepcion
Blend;Ecuador, Mad., PNG;1-1-2012 00:00:00;1;U.S.A.;Tejas;1;801;3;2012;Bayou Blend
;Papua New Guinea;1-1-2012 00:00:00;1;U.S.A.;Tejas;1;805;3;2012;Aranama
;Dominican Republic;1-1-2012 00:00:00;1;U.S.A.;Tejas;1;805;3,5;2012;Presidio
;Ecuador;1-1-2012 00:00:00;1;U.S.A.;Tejas;1;817;3,25;2012;La Bahia, w/ cane juice
;Peru;1-1-2012 00:00:00;1;U.S.A.;Tejas;1;821;2;2012;Capistrano
;Ecuador;1-1-2012 00:00:00;1;U.S.A.;Tejas;1;825;3,25;2012;La Bahia, w/ cane sugar
;Bolivia;1-1-2012 00:00:00;1;U.S.A.;Tejas;1;829;2,75;2012;San Jose
;Madagascar;1-1-2012 00:00:00;1;U.S.A.;Tejas;1;829;3;2012;Capistrano*
;Mexico;1-1-2012 00:00:00;1;U.S.A.;Tejas;1;833;3,25;2012;Espada
;Brazil;1-1-2012 00:00:00;1;U.S.A.;Tejas;1;967;2,75;2012;Espada
;Venezuela;1-1-2012 00:00:00;1;U.S.A.;Tejas;1;971;3;2012;Concepcion*
;Bolivia;1-1-2012 00:00:00;1;U.S.A.;Tejas;1;971;3,25;2012;San Jose
Forastero (Parazinho);Brazil;1-1-2012 00:00:00;1;U.S.A.;Tejas;1;971;3,5;2012;Bahia, Floresta Azul,Good Friends Reserve#3
;Peru;1-1-2015 00:00:00;1;U.S.A.;Terroir;1;1478;2,75;2015;Peru
Trinitario;Belize;1-1-2015 00:00:00;1;U.S.A.;Terroir;1;1478;3,75;2015;Belize
Trinitario;Madagascar;1-1-2015 00:00:00;1;U.S.A.;Terroir;1;1478;3,75;2015;Madagascar
;Ecuador;1-1-2015 00:00:00;1;U.S.A.;Terroir;1;1482;3,25;2015;Ecuador
;Domincan Republic;1-1-2015 00:00:00;1;U.S.A.;Terroir;1;1554;3,5;2015;Oko Caribe
Trinitario;Guatemala;1-1-2015 00:00:00;1;U.S.A.;Terroir;1;1558;3,75;2015;Guatemala
;Ecuador;1-1-2014 00:00:00;1;U.S.A.;Terroir;1;1323;3,25;2014;Ecuador
Trinitario;Madagascar;1-1-2014 00:00:00;1;U.S.A.;Terroir;1;1323;3,75;2014;Madagascar
Forastero;Uganda;1-1-2014 00:00:00;1;U.S.A.;Terroir;1;1323;3,75;2014;Uganda
;Peru;1-1-2015 00:00:00;1;Sweden;The Barn;1;1614;3;2015;Peru
Forastero;Congo;1-1-2012 00:00:00;1;U.S.A.;Theo;1;903;3,25;2012;Congo w/ nibs
Trinitario;Madagascar;1-1-2007 00:00:00;1;U.S.A.;Theo;1;162;3,5;2007;Madagascar
;Ivory Coast;1-1-2007 00:00:00;1;U.S.A.;Theo;1;184;2,5;2007;Ivory Coast
Forastero;Ghana;1-1-2007 00:00:00;1;U.S.A.;Theo;1;184;3;2007;Ghana, Kumasi
Blend;Venezuela;1-1-2007 00:00:00;1;U.S.A.;Theo;1;188;2;2007;"Venezuela; Barinos, Merida, Tachron"
Blend;Ghana, Panama, Ecuador;1-1-2007 00:00:00;1;U.S.A.;Theo;1;188;3;2007;Ghana, Panama, Ecuador
;Peru;1-1-2015 00:00:00;1;Japan;Theobroma;1;1684;3,25;2015;Piura Select, Cacao Blanc
Trinitario, TCGA;Belize;1-1-2016 00:00:00;1;Germany;Timo A. Meyer;1;1836;3,75;2016;Belize, med roast
Forastero (Nacional);Ecuador;1-1-2014 00:00:00;1;Ecuador;To'ak (Ecuatoriana);1;1418;3,25;2014;Manabi
Trinitario;Tobago;1-1-2012 00:00:00;1;France;Tobago Estate (Pralus);1;895;4;2012;Roxborough, Tobago
Criollo;Bolivia;1-1-2012 00:00:00;1;U.S.A.;Tocoti;1;927;3;2012;Wild Bolivian, Jungle Love
